"accelRating","age","agilityRating","awareRating","bCVRating","bigHitTrait","birthDay","birthMonth","birthYear","blockShedRating","breakSackRating","breakTackleRating","cITRating","capHit","capReleaseNetSavings","capReleasePenalty","carryRating","catchRating","clutchTrait","college","confRating","contractBonus","contractLength","contractSalary","contractYearsLeft","coverBallTrait","dLBullRushTrait","dLSpinTrait","dLSwimTrait","desiredBonus","desiredLength","desiredSalary","devTrait","draftPick","draftRound","dropOpenPassTrait","durabilityGrade","elusiveRating","experiencePoints","feetInBoundsTrait","fightForYardsTrait","finesseMovesRating","firstName","forcePassTrait","hPCatchTrait","height","highMotorTrait","hitPowerRating","homeState","homeTown","impactBlockRating","injuryLength","injuryRating","injuryType","intangibleGrade","isActive","isFreeAgent","isOnIR","isOnPracticeSquad","jerseyNum","jukeMoveRating","jumpRating","kickAccRating","kickPowerRating","kickRetRating","lBStyleTrait","lastName","leadBlockRating","legacyScore","manCoverRating","passBlockFinesseRating","passBlockPowerRating","passBlockRating","penaltyTrait","physicalGrade","playActionRating","playBallTrait","playRecRating","playerBestOvr","playerSchemeOvr","portraitId","posCatchTrait","position","powerMovesRating","predictTrait","presentationId","pressRating","productionGrade","pursuitRating","qBStyleTrait","reSignStatus","releaseRating","rookieYear","rosterId","routeRunDeepRating","routeRunMedRating","routeRunShortRating","runBlockFinesseRating","runBlockPowerRating","runBlockRating","runStyle","scheme","sensePressureTrait","sizeGrade","skillPoints","specCatchRating","speedRating","spinMoveRating","staminaRating","stiffArmRating","strengthRating","stripBallTrait","tackleRating","teamId","teamSchemeOvr","throwAccDeepRating","throwAccMidRating","throwAccRating","throwAccShortRating","throwAwayTrait","throwOnRunRating","throwPowerRating","throwUnderPressureRating","tightSpiralTrait","toughRating","truckRating","weight","yACCatchTrait","yearsPro","zoneCoverRating","team"
79,22,66,66,41,0,16,14,1967,74,24,39,32,540000,370000,680000,45,38,0,"Notre Dame",50,680000,4,2320000,4,3,0,0,1,0,0,0,0,21,5,0,0,33,4940,0,0,74,"Jerry",2,0,79,1,74,59,"PLACEHOLDER",81,0,89,97,69,true,false,false,false,96,48,59,26,38,25,1,"Tillery",34,3,40,48,38,48,1,78,43,1,66,69,69,3809,0,"DT",70,0,402,30,33,75,1,11,48,2020,544607469,40,33,45,28,32,36,1,8,0,99,0,31,67,25,70,47,84,0,79,778043425,69,27,34,27,15,0,37,23,38,0,81,31,305,0,0,49,"Steelers"
83,23,79,68,25,0,2,13,2002,71,37,42,36,600000,410000,760000,36,56,0,"UL Lafayette",50,760000,4,2560000,4,3,0,0,1,0,0,0,1,21,4,0,0,39,633,0,0,78,"Jaylon",0,0,77,1,80,13,"PLACEHOLDER",79,0,93,97,71,true,false,false,false,59,46,74,34,39,45,2,"Ferguson",47,1,48,40,47,41,1,80,40,1,66,71,71,3711,0,"ROLB",71,0,413,52,12,80,1,11,40,2020,544607480,36,27,35,28,44,35,1,10,2,99,1,37,80,29,90,24,79,1,80,778043425,71,33,30,33,22,0,25,34,43,1,84,39,262,0,0,54,"Steelers"
80,22,71,67,39,0,25,12,1994,75,40,45,27,530000,380000,600000,41,24,0,"Alabama",51,600000,4,2400000,4,4,1,1,1,0,0,0,1,3,6,0,0,39,5090,0,0,73,"Isaiah",1,0,77,1,80,52,"PLACEHOLDER",83,0,92,97,68,true,false,false,false,93,40,75,48,43,44,0,"Buggs",32,2,26,32,40,26,1,75,29,0,67,70,70,3772,0,"RE",72,1,421,33,50,77,1,11,38,2020,544607488,30,46,32,48,29,33,1,8,2,99,0,32,69,27,75,39,83,1,79,778043425,68,34,26,19,34,1,13,30,41,0,82,46,286,0,0,36,"Steelers"
79,23,69,62,26,1,30,7,1997,76,24,37,47,430000,390000,160000,40,48,0,"Virginia Tech",50,160000,4,2440000,4,2,1,0,1,0,0,0,0,6,8,0,0,44,3509,0,0,67,"Ricky",0,0,74,0,73,11,"PLACEHOLDER",80,0,86,97,68,true,false,false,false,94,32,76,42,26,41,2,"Walker",46,0,35,38,31,30,1,79,47,1,62,68,68,3942,0,"DT",73,1,437,32,12,75,1,11,31,2020,544607504,24,31,27,25,35,26,1,8,1,97,0,46,68,32,72,48,85,0,76,778043425,68,25,33,37,30,1,21,25,40,1,79,28,300,0,0,19,"Steelers"
79,22,69,59,45,0,8,2,2054,35,37,24,45,0,0,0,28,37,0,"USC",50,0,0,0,0,3,0,0,0,0,1,980000,0,159,64,0,0,33,0,0,1,42,"Chuma",0,0,76,0,24,31,"PLACEHOLDER",79,0,89,97,60,true,false,false,true,70,48,73,24,30,28,1,"Edoga",79,0,45,71,68,70,1,81,34,0,48,64,64,3491,0,"RT",26,1,445,43,85,38,1,11,24,2019,544607511,30,44,40,71,71,70,1,3,3,95,0,33,70,41,89,36,84,0,43,778043425,60,13,34,24,17,1,30,17,42,0,83,36,295,0,0,40,"Steelers"
84,23,79,60,24,0,18,10,2026,67,46,29,30,0,0,0,35,56,0,"Vanderbilt",50,0,0,0,0,3,0,0,1,0,1,890000,0,239,64,0,0,25,10986,0,0,75,"Charles",1,0,75,0,78,17,"PLACEHOLDER",76,0,93,97,67,true,false,false,true,51,28,79,46,29,44,2,"Wright",43,0,49,28,44,41,0,80,45,1,60,67,67,3737,0,"ROLB",64,1,652,51,12,79,1,11,30,2019,544607710,36,42,39,36,40,13,1,10,3,99,0,44,81,48,85,29,77,1,79,778043425,67,33,13,17,28,1,13,18,32,0,85,43,240,0,0,53,"Steelers"
85,23,82,60,37,0,18,3,1952,71,48,34,25,0,0,0,30,46,0,"Mississippi St.",50,0,0,0,0,3,0,0,1,0,1,660000,0,148,64,0,0,40,4288,0,0,51,"Mitchell",2,0,72,1,74,44,"PLACEHOLDER",64,0,85,97,57,true,false,false,true,42,40,81,39,24,26,2,"Wheeler",48,0,56,39,31,47,1,81,41,0,64,63,63,4075,0,"ROLB",57,1,655,45,12,70,1,11,28,2019,544607713,33,40,38,42,40,25,1,8,0,75,0,42,84,47,96,24,74,0,69,778043425,57,20,28,29,12,0,26,12,29,1,78,27,244,0,0,70,"Steelers"
89,22,88,82,40,0,18,6,1956,84,40,49,49,2310000,770000,6160000,39,62,1,"Minnesota",60,6160000,4,4800000,4,3,0,0,0,0,0,0,2,21,2,0,0,31,3384,0,0,58,"Blake",1,0,73,1,85,18,"PLACEHOLDER",77,0,85,97,82,true,false,false,false,56,41,85,39,30,24,0,"Cashman",44,23,69,33,46,47,0,85,32,0,79,82,82,4079,0,"MLB",48,1,660,57,77,87,1,11,44,2020,544607718,39,33,30,33,24,25,1,8,3,95,0,56,88,35,93,57,75,1,85,778043425,82,24,23,33,36,0,31,15,48,1,91,48,237,0,0,81,"Steelers"
90,22,87,73,62,0,28,7,1945,39,43,72,90,710000,460000,1000000,73,90,0,"Iowa State",51,1000000,4,2880000,4,4,0,0,0,0,0,0,1,3,4,1,0,65,3438,1,0,29,"Hakeem",1,1,77,1,29,15,"PLACEHOLDER",57,0,93,97,73,true,false,false,false,18,64,89,40,29,71,2,"Butler",45,0,37,44,39,42,0,89,27,0,37,77,77,3809,1,"WR",45,1,706,35,57,33,1,11,77,2020,544607764,67,70,73,38,40,56,1,0,1,76,0,92,90,48,96,88,70,0,38,778043425,73,21,34,20,24,1,29,31,26,0,81,58,227,1,0,36,"Steelers"
81,27,73,62,72,0,19,4,1992,25,29,70,78,770000,580000,570000,72,79,0,"UCF",50,760000,4,2560000,3,4,0,0,0,0,0,0,0,35,4,0,0,64,16242,0,1,20,"Jordan",2,0,76,1,15,9,"Atlanta",67,0,82,97,72,true,false,false,false,88,72,84,12,18,56,1,"Akins",49,0,12,53,55,54,0,75,15,1,15,72,72,8796,0,"TE",20,0,13327,10,12,26,0,11,63,2019,544604297,68,66,64,65,67,66,3,3,1,94,0,77,75,70,86,69,74,0,28,778043426,72,22,27,20,36,0,30,45,22,0,80,70,243,1,1,14,"Texans"
89,26,87,75,59,0,21,1,1993,57,17,57,52,2550000,1830000,2160000,48,55,0,"Minnesota",51,2880000,4,8730000,3,3,0,0,0,0,0,0,0,0,64,0,0,67,2848,0,0,42,"Briean",2,0,69,1,73,7,"Wilmington",53,0,89,97,79,true,false,false,false,24,74,86,15,20,65,1,"Boddy-Calhoun",13,3,79,35,35,35,1,84,15,2,75,79,79,8297,0,"FS",34,0,12438,77,50,76,0,11,28,2016,544604485,11,16,26,35,35,35,1,10,1,75,0,62,90,70,88,42,60,0,68,778043426,79,10,10,30,15,0,15,30,18,0,72,36,193,0,3,81,"Texans"
91,26,87,94,55,1,14,2,1993,89,12,27,40,8190000,4820000,20220000,59,49,1,"South Carolina",52,23590000,7,65310000,6,4,1,0,1,0,0,0,3,2,2,0,0,42,6949,0,0,84,"Jadeveon",2,0,77,1,86,39,"Rock Hill",93,0,82,97,92,true,false,false,false,90,55,89,20,21,10,0,"Clowney",28,1071,55,45,45,45,0,88,6,1,96,97,97,6380,0,"ROLB",95,0,10845,35,90,94,0,11,15,2014,544604725,5,5,15,45,45,45,4,8,1,99,0,44,88,50,89,60,85,1,94,778043426,92,6,6,33,6,0,6,35,17,0,79,54,255,0,5,64,"Texans"
90,25,82,73,49,1,19,5,1994,69,12,39,55,710000,710000,0,53,57,0,"Missouri State",50,0,3,1660000,1,3,0,0,0,0,0,0,0,0,64,0,0,54,6903,0,0,57,"Dylan",2,0,72,1,82,24,"Rogersville",76,0,86,97,75,true,false,false,false,51,47,92,29,22,10,0,"Cole",16,0,69,45,45,45,1,85,6,1,71,75,75,9159,0,"MLB",63,0,12874,42,12,80,0,0,16,2017,544604732,6,10,20,45,45,45,13,8,1,85,0,51,85,52,87,58,84,0,81,778043426,75,6,6,29,6,0,6,25,10,0,92,57,237,0,2,79,"Texans"
90,27,90,81,69,0,2,10,1991,56,10,60,46,6990000,5990000,3000000,61,56,0,"Oklahoma",51,4000000,4,25500000,3,2,0,0,0,0,0,0,0,15,5,0,0,70,4096,0,0,45,"Aaron",2,0,72,1,56,35,"Tulsa",48,0,81,97,80,true,false,false,false,22,71,86,20,20,45,1,"Colvin",18,4,83,35,35,35,1,87,6,1,80,80,80,6385,0,"CB",36,0,2063,78,72,67,0,11,30,2014,544604756,13,20,30,35,35,35,8,8,1,98,0,60,89,64,87,30,57,0,66,778043426,80,6,6,35,6,0,6,35,12,0,76,24,193,0,5,81,"Texans"
91,22,89,81,83,0,14,1,1997,18,19,75,81,680000,500000,540000,74,85,0,"Texas Tech",59,720000,4,2420000,3,4,0,0,0,0,0,0,1,4,5,0,0,83,1692,0,0,10,"Keke",2,0,71,0,18,42,"Lufkin",28,0,89,97,80,true,false,false,false,16,86,83,12,17,79,1,"Coutee",18,10,12,10,15,26,1,89,15,1,18,80,80,8854,0,"WR",10,0,13287,15,66,27,0,11,79,2019,544604788,86,82,84,15,19,50,8,0,1,98,0,78,92,82,93,55,60,0,24,778043426,80,10,15,32,20,0,20,25,18,0,77,28,180,1,1,17,"Texans"
89,24,89,82,44,0,12,12,1994,84,12,22,31,1040000,700000,680000,51,59,0,"Vanderbilt",51,1360000,4,3090000,2,3,0,0,0,0,0,0,1,26,3,0,0,37,7309,0,0,60,"Zach",2,0,75,1,79,0,"Pinson",72,0,91,97,82,true,false,false,false,41,37,84,20,20,10,0,"Cunningham",13,400,64,45,45,45,1,83,6,1,86,82,82,8519,0,"MLB",49,0,12581,48,55,85,0,11,25,2017,544604821,5,5,15,45,45,45,3,8,1,99,0,36,83,24,91,48,77,1,88,778043426,82,6,6,25,6,0,6,25,10,0,87,43,237,0,2,71,"Texans"
83,24,59,49,25,0,8,12,1994,25,20,15,10,570000,570000,0,45,35,0,"Tennessee",50,0,3,1710000,2,4,0,0,0,0,0,0,0,0,64,0,0,30,7707,0,0,20,"Trevor",2,0,73,0,12,41,"Dickson",20,0,84,97,59,true,false,false,false,8,25,79,74,93,10,1,"Daniel",15,306,15,17,16,15,1,93,20,1,10,72,72,8860,0,"P",15,0,13384,10,12,35,0,11,12,2019,544604829,10,10,10,26,21,15,5,4,1,99,0,12,73,20,75,15,68,0,32,778043426,59,25,30,50,35,0,20,35,13,0,65,10,231,0,1,20,"Texans"
75,24,67,73,22,0,9,1,1995,25,12,9,26,680000,540000,280000,23,30,0,"Bucknell",49,560000,4,2360000,2,4,0,0,0,0,0,0,0,24,5,0,0,17,9612,0,0,10,"Julie'n",2,0,79,0,22,29,"Camden",81,0,91,97,70,true,false,false,false,70,18,72,25,25,10,1,"Davenport",82,299,15,76,70,75,0,82,6,1,15,70,70,8522,0,"LT",10,0,12712,10,69,24,0,11,18,2017,544604840,7,13,23,75,70,73,5,6,1,99,0,24,57,13,82,15,86,0,28,778043426,70,6,6,30,6,0,6,30,10,0,80,28,325,0,2,20,"Texans"
86,24,80,71,39,0,24,4,1995,79,12,29,30,620000,580000,120000,52,48,0,"Wake Forest",50,160000,4,2420000,3,3,1,1,1,0,0,0,0,4,7,0,0,36,5550,0,0,78,"Duke",2,0,76,1,80,42,"Houston",85,0,86,97,73,true,false,false,false,53,39,79,12,16,10,2,"Ejiofor",17,4,48,45,45,45,1,81,6,1,70,73,73,8876,0,"ROLB",68,0,13144,23,12,78,0,11,20,2019,544604962,4,8,15,45,45,45,13,8,1,99,0,28,78,26,78,36,82,1,80,778043426,73,6,6,20,6,0,6,20,16,0,79,28,255,0,1,56,"Texans"
86,25,76,56,60,0,22,7,1994,23,40,35,20,0,0,0,64,22,0,"LSU",50,0,0,0,0,4,0,0,0,0,1,1050000,0,2,8,0,0,40,0,0,0,10,"Danny",0,0,75,1,12,13,"Terre Haute",18,0,92,97,61,true,false,false,true,5,46,75,14,22,10,1,"Etling",16,0,12,12,16,15,1,0,74,1,15,62,62,8879,0,"QB",10,0,13396,11,47,27,0,11,16,2019,544604991,12,15,17,15,18,15,11,6,1,98,0,18,80,39,93,38,54,0,28,778043426,61,73,72,87,78,1,76,92,66,1,93,36,225,0,1,15,"Texans"
88,23,87,81,83,0,24,4,1996,32,20,75,50,780000,590000,380000,83,60,0,"Texas",50,760000,4,2620000,2,2,0,0,0,0,0,0,1,26,4,0,0,76,1091,0,1,11,"D'Onta",2,0,73,1,38,42,"Texas City",46,6,87,97,75,true,false,false,false,27,82,80,17,19,68,1,"Foreman",48,0,20,36,42,60,1,86,10,1,39,75,75,8554,0,"HB",17,0,12569,27,12,38,1,11,40,2017,544605054,37,45,52,37,40,48,3,2,1,94,0,48,90,74,92,83,81,0,36,778043426,75,10,14,34,18,0,23,27,12,0,81,85,233,0,2,31,"Texans"
93,25,93,89,85,0,16,4,1994,21,24,81,83,3020000,1620000,1400000,78,92,0,"Notre Dame",52,5600000,4,4500000,1,4,0,0,0,13040000,4,24880000,1,22,2,1,0,83,5611,1,0,11,"Will",2,0,72,0,15,37,"Philadelphia",45,0,84,97,87,true,false,false,false,15,85,86,22,23,75,1,"Fuller V",25,108,16,15,11,37,1,92,6,1,21,87,87,8014,1,"WR",11,0,17565,16,54,23,0,2,85,2016,544605080,87,88,81,32,39,53,1,4,1,98,0,84,95,79,90,48,59,0,28,778043426,87,6,10,31,15,0,10,35,23,0,78,52,185,1,3,24,"Texans"
84,27,53,87,10,0,23,9,1991,20,12,5,10,4950000,3200000,5250000,25,20,0,"Tennessee",48,7000000,4,14000000,3,4,0,0,0,0,0,0,1,18,7,0,0,10,2568,0,0,10,"Zach",2,0,77,0,20,12,"Homewood",82,0,92,97,76,true,false,false,false,73,10,64,20,20,10,1,"Fulton",79,399,12,83,82,82,1,82,6,1,20,81,81,6424,0,"RG",10,0,2028,10,65,35,0,11,12,2014,544605085,5,5,10,75,72,74,5,4,1,99,0,12,67,10,74,10,85,0,35,778043426,76,6,6,20,6,0,6,20,10,0,87,15,321,0,5,15,"Texans"
88,29,86,88,66,0,7,8,1990,59,10,42,54,6290000,3740000,5100000,66,82,0,"Wyoming",48,7650000,3,11490000,2,2,0,0,0,0,0,0,1,0,64,0,0,57,3971,0,0,63,"Tashaun",2,0,71,0,72,42,"Dallas",56,0,94,97,86,true,false,false,false,28,60,85,19,20,65,1,"Gipson Sr",11,613,79,35,35,35,1,83,6,1,88,87,87,6702,0,"FS",48,0,11818,76,67,83,0,11,25,2012,544605135,10,13,15,35,35,35,1,8,1,90,0,60,86,55,92,44,71,0,76,778043426,86,6,6,22,6,0,6,21,24,0,81,52,212,0,7,87,"Texans"
84,29,81,78,75,0,11,1,1990,54,11,52,77,1900000,1030000,870000,73,80,0,"Connecticut",51,2610000,3,2750000,1,4,0,0,0,0,0,0,0,33,7,0,0,51,34112,1,0,20,"Ryan",2,0,78,1,20,28,"Londonderry",66,0,88,97,75,true,false,false,false,84,71,82,35,33,30,1,"Griffin",51,0,12,50,55,56,1,75,6,1,15,75,75,6958,1,"TE",30,0,12330,10,32,29,0,0,80,2013,544605197,62,68,73,60,54,60,12,4,1,99,0,76,74,64,86,64,70,0,50,778043426,75,6,10,30,15,0,10,30,12,0,73,64,265,1,6,15,"Texans"
90,27,86,86,65,0,30,5,1992,63,27,57,40,4130000,3760000,740000,65,73,0,"Vanderbilt",48,1480000,4,13790000,2,3,0,0,0,0,0,0,1,2,8,0,0,72,8396,0,0,35,"Andre",2,0,70,1,52,17,"Port Allen",61,0,94,97,89,true,false,false,false,29,75,87,19,18,40,1,"Hal",16,7,85,35,35,35,1,84,6,2,85,89,89,6439,0,"SS",30,0,2142,84,71,91,0,11,32,2014,544605222,10,10,20,35,35,35,3,8,1,75,0,64,93,69,89,35,70,0,69,778043426,89,6,6,30,6,0,6,30,17,0,65,30,184,0,5,90,"Texans"
83,27,59,71,10,0,21,1,1992,39,12,5,15,2910000,2410000,500000,40,35,0,"Miami",48,1000000,2,4700000,1,4,0,0,0,0,0,0,0,23,8,0,0,10,360,0,0,10,"Seantrel",2,0,79,0,26,22,"Saint Paul",81,0,80,97,70,true,false,false,false,76,21,75,15,28,11,1,"Henderson",82,299,12,76,73,75,1,81,6,1,10,70,70,6446,0,"RT",10,0,2014,10,63,25,0,0,12,2014,544605299,5,5,10,75,71,75,5,4,1,99,1,12,70,20,70,10,83,0,40,778043426,70,6,6,40,6,0,6,25,10,0,65,24,351,0,5,12,"Texans"
95,27,93,98,93,0,6,6,1992,45,22,81,99,11040000,9790000,5000000,75,99,1,"Clemson",52,7500000,6,73910000,4,4,0,0,0,0,0,0,2,28,2,0,0,81,3343,1,1,32,"DeAndre",2,1,73,1,35,39,"Central",49,0,94,97,99,true,false,false,false,10,89,93,20,20,72,1,"Hopkins",29,1220,32,25,27,44,0,93,15,2,28,99,99,5873,1,"WR",30,0,506,40,61,30,0,11,99,2013,544605366,97,96,95,35,37,53,8,4,1,90,0,99,93,85,98,72,72,0,42,778043426,99,10,10,30,15,0,15,35,23,0,90,54,215,1,6,35,"Texans"
82,24,64,58,23,1,22,1,1995,79,12,11,15,240000,240000,0,27,33,0,"Florida",50,0,2,570000,2,4,0,0,1,0,0,0,0,11,8,0,0,16,1878,0,0,74,"Joey",2,0,75,1,83,8,"Dade City",82,0,88,97,68,true,false,false,false,94,19,73,13,10,10,1,"Ivie",32,0,20,45,45,45,1,77,6,1,58,68,68,9207,0,"DT",64,0,12860,14,12,81,0,11,15,2017,544605431,3,7,15,45,45,45,5,8,1,99,0,15,68,14,78,18,81,0,76,778043426,68,6,6,14,6,0,6,21,10,0,87,34,301,0,2,29,"Texans"
89,24,78,54,28,0,26,6,1995,73,12,29,25,820000,790000,60000,50,47,0,"Stanford",50,90000,3,2420000,2,3,1,0,1,0,0,0,0,41,7,0,0,37,8391,0,0,73,"Peter",2,0,75,1,76,32,"Matthews",74,0,90,97,66,true,false,false,false,58,35,82,12,14,10,2,"Kalambayi",14,0,49,45,45,45,1,82,6,1,54,66,66,8957,0,"LOLB",65,0,13320,33,12,78,0,11,21,2019,544605586,7,13,15,45,45,45,1,11,1,99,0,20,86,28,86,30,70,0,78,778043426,66,6,6,15,6,0,6,17,14,0,83,32,254,0,1,58,"Texans"
78,29,66,78,10,0,10,5,1990,59,12,5,21,3100000,2350000,1500000,40,29,0,"Washington",49,2250000,3,7500000,2,4,0,0,0,0,0,0,0,17,6,0,0,10,19647,0,0,45,"Senio",2,0,75,1,65,46,"Seattle",82,0,84,97,69,true,false,false,false,64,10,69,13,13,10,1,"Kelemete",57,424,12,77,80,82,0,83,6,1,32,75,75,5296,0,"LG",70,0,11495,10,75,65,0,11,15,2012,544605604,24,24,24,72,74,74,5,4,1,92,0,18,64,10,79,15,86,0,67,778043426,69,6,6,16,6,0,6,14,13,0,92,25,300,0,6,12,"Texans"
91,24,82,58,63,0,26,2,1995,47,15,55,54,430000,430000,0,60,57,0,"San Jose St.",50,0,2,990000,2,3,0,0,0,0,0,0,0,5,8,0,0,65,2602,0,0,37,"Jermaine",2,0,73,1,60,4,"Los Angeles",50,0,87,97,67,true,false,false,false,35,74,82,17,18,56,1,"Kelly Jr",15,0,75,35,35,35,1,86,6,1,58,67,67,0,0,"CB",28,0,13474,70,45,74,0,11,22,2019,544605606,11,16,20,35,35,35,3,8,1,97,1,60,88,69,92,29,63,0,56,778043426,67,6,6,26,6,0,6,20,11,0,78,28,204,0,1,71,"Texans"
78,27,59,71,10,0,23,4,1992,18,12,5,15,1740000,910000,1660000,22,24,0,"Toledo",50,2490000,3,2900000,2,2,0,0,0,0,0,0,0,0,64,0,0,10,2943,0,0,10,"Greg",2,0,76,1,24,34,"Cincinati",79,0,90,97,69,true,false,false,false,65,10,74,22,21,10,1,"Mancz",77,27,20,76,74,75,1,84,6,1,14,69,69,7539,0,"C",10,0,2808,10,85,23,1,11,15,2015,544605807,5,5,10,74,70,73,5,2,1,99,0,15,70,10,86,10,88,0,25,778043426,69,6,6,21,6,0,6,15,15,0,84,15,302,0,4,19,"Texans"
79,26,59,83,10,0,28,7,1993,20,12,8,15,1400000,990000,410000,36,26,0,"Notre Dame",49,1640000,4,3100000,1,4,0,0,0,0,0,0,1,20,3,0,0,12,433,0,0,10,"Nick",2,0,76,1,47,13,"Indianapolis",81,0,85,97,72,true,false,false,false,66,10,76,25,25,10,1,"Martin",77,190,12,76,83,79,1,83,6,1,15,77,77,8129,0,"C",10,0,17774,10,85,30,0,0,15,2016,544605832,5,5,15,76,73,76,5,3,1,99,1,15,65,10,89,29,86,0,33,778043426,72,6,6,22,6,0,6,27,10,0,84,27,295,0,3,15,"Texans"
88,26,80,91,29,1,19,11,1992,91,12,10,31,5810000,3600000,11050000,54,55,0,"Mississippi St.",51,13260000,6,25130000,5,3,1,0,1,0,0,0,0,12,3,1,0,25,5816,0,0,49,"Benardrick",2,0,76,1,89,23,"Tunica",86,0,94,97,86,true,false,false,false,55,30,90,20,20,10,2,"McKinney",26,400,56,45,45,45,1,84,6,0,92,86,86,7239,0,"MLB",60,0,2558,42,70,92,0,11,12,2015,544605923,5,5,15,45,45,45,3,13,1,99,0,25,84,25,84,47,77,0,91,778043426,86,6,6,25,6,0,6,25,10,0,92,50,260,0,4,72,"Texans"
88,29,80,88,22,1,21,7,1990,82,12,10,15,9000000,7950000,1050000,49,45,0,"Illinois",48,5250000,5,25150000,1,3,1,1,1,8520000,4,22310000,1,27,2,0,0,25,18316,0,0,68,"Whitney",2,0,76,1,85,34,"Akron",85,0,95,97,78,true,false,false,false,59,44,83,15,25,10,2,"Mercilus",25,110,61,45,45,45,1,82,6,0,87,84,84,5361,0,"LOLB",83,0,11292,30,75,86,0,2,15,2012,544605946,5,5,15,45,45,45,13,13,1,99,0,25,82,49,86,45,75,1,85,778043426,78,6,6,30,6,0,6,20,17,0,72,35,258,0,7,70,"Texans"
91,28,94,86,85,0,25,4,1991,35,26,85,63,6830000,5830000,1000000,89,72,0,"Miami",51,4000000,4,19000000,1,4,0,0,0,9790000,4,16480000,0,3,5,0,0,82,16374,0,1,10,"Lamar",2,0,70,1,20,8,"Miami",39,0,87,97,74,true,false,false,false,26,88,89,15,19,74,1,"Miller",41,95,15,31,35,65,2,88,15,1,12,85,85,5363,0,"HB",10,0,11229,20,50,33,0,2,65,2012,544605962,52,61,68,19,23,35,3,0,1,85,0,63,92,81,88,73,68,0,40,778043426,74,15,25,33,35,0,15,35,16,0,75,74,220,0,7,25,"Texans"
75,25,62,52,17,0,28,9,1993,29,12,7,17,370000,370000,0,20,24,0,"California",50,0,2,870000,2,4,0,0,0,0,0,0,0,0,64,0,0,14,3781,0,0,14,"Steven",2,0,78,1,33,4,"Elk Grove",75,0,95,97,63,true,false,false,false,62,14,66,19,18,9,1,"Moore",73,15,11,74,73,71,1,78,5,1,19,64,64,9245,0,"RT",15,0,12886,10,85,32,0,11,14,2017,544605993,5,5,15,72,73,73,5,0,1,99,0,15,62,11,83,15,82,0,34,778043426,63,5,5,21,5,0,5,22,14,0,89,24,303,0,2,14,"Texans"
93,25,90,74,68,0,9,4,1994,47,13,53,58,690000,690000,0,59,65,0,"UCLA",51,0,4,2530000,2,3,0,0,0,0,0,0,0,18,4,0,0,63,8039,0,0,38,"Fabian",2,0,72,1,67,8,"Fort Lauderdale",46,0,85,97,78,true,false,false,false,9,72,90,16,15,40,1,"Moreau",16,2,78,35,35,35,1,91,6,1,71,78,78,8665,0,"CB",31,0,12724,77,73,63,0,11,22,2017,544605996,11,18,28,35,35,35,8,8,1,98,0,61,94,68,93,37,71,0,66,778043426,78,6,6,21,6,0,6,25,14,0,77,29,198,0,2,76,"Texans"
95,24,88,54,66,0,27,2,1995,56,10,60,53,530000,530000,0,56,60,0,"Minnesota",51,0,2,1240000,2,3,0,0,0,0,0,0,0,5,8,0,0,70,7148,0,0,36,"Jalen",2,0,71,0,74,9,"Bloomingdale",54,0,83,97,71,true,false,false,false,21,76,89,21,25,82,1,"Myrick",14,1,72,35,35,35,1,92,6,0,55,71,71,8671,0,"CB",25,0,12858,78,73,75,0,11,28,2017,544606031,17,24,34,35,35,35,6,8,1,99,0,63,95,68,90,38,66,0,67,778043426,71,6,6,35,6,0,6,31,11,0,77,28,200,0,2,69,"Texans"
82,24,63,52,30,0,11,2,1995,71,12,17,24,240000,240000,0,25,31,0,"Washington",50,0,2,570000,2,4,1,0,0,0,0,0,0,31,7,0,0,32,4583,0,0,60,"Elijah",2,0,73,1,76,4,"Petaluma",86,0,89,97,67,true,false,false,false,79,27,77,20,20,10,1,"Qualls",36,750,20,45,45,45,1,82,6,1,52,67,67,8692,0,"DT",74,0,12592,20,12,79,0,11,12,2017,544606250,3,5,13,45,45,45,5,9,1,90,0,20,68,19,81,36,89,0,79,778043426,67,6,6,30,6,0,6,23,10,0,96,47,321,0,2,28,"Texans"
82,24,72,65,10,0,20,10,1994,32,12,11,17,860000,640000,660000,24,20,0,"Mississippi St.",50,880000,4,2820000,3,4,0,0,0,0,0,0,0,17,4,0,0,10,4651,0,0,10,"Martinas",2,0,77,1,33,23,"Jackson",83,0,87,97,67,true,false,false,false,75,14,72,17,25,11,1,"Rankin",86,0,12,69,75,72,1,81,6,1,10,68,68,9032,0,"LT",10,0,13141,10,85,35,0,11,15,2019,544606266,5,8,10,77,73,76,15,2,1,99,0,13,72,12,85,20,81,0,32,778043426,67,6,6,32,6,0,6,18,14,0,86,28,311,0,1,12,"Texans"
79,25,67,91,18,1,1,7,1994,84,12,10,14,710000,660000,50000,31,29,0,"Clemson",48,200000,4,2340000,1,4,1,0,0,6510000,3,16950000,0,30,6,0,0,15,4247,0,0,68,"D.J.",2,0,75,1,79,32,"Greensboro",85,0,88,97,74,true,false,false,false,98,16,77,17,17,9,1,"Reader",35,21,18,45,44,44,1,72,6,1,90,85,85,8187,0,"RE",86,0,17746,13,57,86,0,2,15,2016,544606272,3,5,13,45,46,45,3,9,1,98,0,16,61,17,83,25,88,0,89,778043426,74,6,6,21,6,0,6,24,18,0,84,29,347,0,3,26,"Texans"
